100	0.682353	0.697674
200	0.482353	0.302326
300	0.729412	0.767442
400	0.717647	0.790698
500	0.764706	0.697674
600	0.788235	0.767442
700	0.729412	0.744186
800	0.764706	0.767442
900	0.811765	0.755814
1000	0.847059	0.744186
1100	0.870588	0.709302
1200	0.811765	0.744186
1300	0.870588	0.72093
1400	0.882353	0.662791
1500	0.917647	0.674419
1600	0.929412	0.627907
1700	0.917647	0.627907
1800	0.905882	0.651163
1900	0.905882	0.616279
2000	0.905882	0.569767
