100	0.647059	0.790698
200	0.529412	0.302326
300	0.776471	0.77907
400	0.694118	0.767442
500	0.752941	0.744186
600	0.705882	0.72093
700	0.694118	0.755814
800	0.776471	0.697674
900	0.776471	0.72093
1000	0.788235	0.697674
1100	0.788235	0.697674
1200	0.823529	0.686047
1300	0.870588	0.674419
1400	0.858824	0.674419
1500	0.858824	0.55814
1600	0.847059	0.55814
1700	0.870588	0.55814
1800	0.870588	0.569767
1900	0.894118	0.511628
2000	0.882353	0.523256
