20	0.69697	0.65
40	1	0
60	0.363636	0.325
80	0.666667	0.775
100	0.848485	0.825
120	0.69697	0.8
140	0.909091	0.85
160	0.636364	0.725
180	0.878788	0.8
200	0.818182	0.75
220	0.878788	0.85
240	0.787879	0.775
260	0.848485	0.875
280	0.818182	0.775
300	0.969697	0.7
320	0.818182	0.775
340	0.848485	0.675
360	0.848485	0.85
380	0.848485	0.85
400	0.787879	0.775
420	0.939394	0.8
440	0.757576	0.875
460	0.727273	0.825
480	0.939394	0.85
500	0.787879	0.85
520	0.787879	0.825
540	0.818182	0.925
560	0.787879	0.875
580	0.757576	0.85
600	0.909091	0.875
620	0.787879	0.8
640	0.727273	0.875
660	0.818182	0.9
680	0.727273	0.825
700	0.848485	0.875
720	0.818182	0.85
740	0.909091	0.85
760	0.969697	0.875
780	0.909091	0.95
800	0.818182	0.875
820	0.939394	0.825
840	0.878788	0.875
860	0.878788	0.825
880	0.787879	0.875
900	0.818182	0.85
920	0.848485	0.8
940	0.909091	0.9
960	0.848485	0.875
980	0.878788	0.875
1000	0.909091	0.875
1020	0.878788	0.85
1040	0.848485	0.875
1060	0.909091	0.85
1080	0.939394	0.9
1100	0.878788	0.8
1120	0.848485	0.8
1140	0.848485	0.9
1160	0.818182	0.875
1180	0.848485	0.825
1200	0.939394	0.925
1220	0.848485	0.825
1240	0.939394	0.875
1260	0.848485	0.9
1280	0.909091	0.925
1300	0.848485	0.875
1320	0.878788	0.9
1340	0.909091	0.875
1360	0.878788	0.875
1380	1	0.875
1400	0.909091	0.9
1420	0.909091	0.85
1440	0.909091	0.825
1460	0.969697	0.85
1480	0.939394	0.9
1500	0.757576	0.875
1520	0.878788	0.875
1540	0.818182	0.9
1560	0.909091	0.875
1580	0.939394	0.85
1600	0.969697	0.875
1620	0.848485	0.875
1640	0.909091	0.9
1660	0.757576	0.85
1680	0.939394	0.9
1700	0.848485	0.85
1720	0.848485	0.9
1740	0.939394	0.85
1760	0.878788	0.85
1780	0.909091	0.875
1800	0.909091	0.875
1820	0.878788	0.9
1840	0.939394	0.85
1860	0.848485	0.875
1880	0.878788	0.9
1900	0.939394	0.925
1920	0.909091	0.925
1940	0.909091	0.9
1960	0.878788	0.925
1980	0.727273	0.875
2000	0.848485	0.9
