20	0.212121	0.75
40	1	0
60	0.69697	0.725
80	0.0909091	0.925
100	0.909091	0.9
120	0.666667	0.9
140	0.787879	0.825
160	0.878788	0.8
180	0.818182	0.8
200	0.727273	0.875
220	0.787879	0.7
240	0.787879	0.775
260	0.787879	0.9
280	0.909091	0.825
300	0.909091	0.775
320	0.818182	0.8
340	0.848485	0.825
360	0.757576	0.825
380	0.848485	0.825
400	0.757576	0.825
420	0.848485	0.8
440	0.69697	0.85
460	0.787879	0.825
480	0.848485	0.85
500	0.878788	0.775
520	0.787879	0.7
540	0.848485	0.825
560	0.818182	0.8
580	0.818182	0.85
600	0.818182	0.825
620	0.878788	0.85
640	0.878788	0.775
660	0.878788	0.8
680	0.818182	0.8
700	0.878788	0.825
720	0.909091	0.825
740	0.878788	0.775
760	0.878788	0.8
780	0.909091	0.8
800	0.818182	0.825
820	0.909091	0.925
840	0.909091	0.825
860	0.969697	0.875
880	0.909091	0.8
900	0.969697	0.85
920	0.878788	0.875
940	0.969697	0.925
960	0.939394	0.9
980	0.787879	0.875
1000	0.969697	0.875
1020	0.909091	0.9
1040	0.878788	0.9
1060	0.848485	0.825
1080	0.909091	0.925
1100	0.878788	0.875
1120	0.848485	0.85
1140	0.848485	0.875
1160	0.939394	0.85
1180	0.969697	0.85
1200	0.848485	0.875
1220	0.909091	0.85
1240	0.909091	0.8
1260	0.939394	0.85
1280	0.909091	0.875
1300	0.939394	0.9
1320	0.909091	0.85
1340	0.909091	0.7
1360	0.969697	0.85
1380	0.909091	0.9
1400	0.939394	0.875
1420	0.909091	0.85
1440	0.909091	0.925
1460	0.939394	0.85
1480	0.909091	0.9
1500	0.909091	0.9
1520	0.878788	0.875
1540	0.909091	0.9
1560	0.939394	0.9
1580	0.909091	0.9
1600	0.939394	0.9
1620	0.909091	0.925
1640	0.969697	0.9
1660	0.939394	0.95
1680	0.939394	0.9
1700	0.969697	0.925
1720	0.909091	0.9
1740	0.909091	0.95
1760	0.969697	0.9
1780	0.939394	0.9
1800	0.878788	0.95
1820	0.909091	0.9
1840	0.878788	0.925
1860	0.909091	0.925
1880	0.818182	0.95
1900	0.909091	0.875
1920	0.878788	0.9
1940	0.848485	0.9
1960	0.878788	0.875
1980	0.909091	0.8
2000	0.939394	0.825
