20	0.333333	0.85
40	1	0
60	0.333333	0.45
80	0.727273	0.825
100	0.757576	0.625
120	0.757576	0.725
140	0.848485	0.7
160	0.818182	0.875
180	0.787879	0.775
200	0.939394	0.85
220	0.787879	0.8
240	0.848485	0.625
260	0.878788	0.85
280	0.878788	0.825
300	0.818182	0.7
320	0.848485	0.85
340	0.818182	0.85
360	0.848485	0.775
380	0.909091	0.775
400	0.848485	0.8
420	0.818182	0.875
440	0.909091	0.825
460	0.818182	0.875
480	0.848485	0.95
500	0.787879	0.825
520	0.909091	0.775
540	0.757576	0.85
560	0.878788	0.825
580	0.787879	0.8
600	0.848485	0.8
620	0.848485	0.875
640	0.818182	0.875
660	0.787879	0.975
680	0.787879	0.9
700	0.727273	0.875
720	0.818182	0.825
740	0.878788	0.925
760	0.878788	0.875
780	0.878788	0.85
800	0.818182	0.875
820	0.909091	0.875
840	0.757576	0.875
860	0.848485	0.825
880	0.818182	0.825
900	0.848485	0.9
920	0.878788	0.825
940	0.878788	0.85
960	0.878788	0.925
980	0.848485	0.825
1000	0.848485	0.875
1020	0.909091	0.85
1040	0.848485	0.9
1060	0.818182	0.85
1080	0.818182	0.8
1100	0.848485	0.85
1120	0.939394	0.85
1140	0.939394	0.875
1160	0.909091	0.85
1180	0.939394	0.85
1200	0.878788	0.825
1220	0.878788	0.925
1240	0.848485	0.925
1260	0.939394	0.85
1280	0.878788	0.85
1300	0.878788	0.775
1320	0.909091	0.825
1340	0.818182	0.85
1360	0.909091	0.8
1380	0.848485	0.825
1400	0.909091	0.8
1420	0.878788	0.875
1440	0.878788	0.8
1460	0.848485	0.775
1480	0.818182	0.775
1500	0.909091	0.775
1520	0.818182	0.8
1540	0.909091	0.85
1560	0.909091	0.85
1580	0.939394	0.825
1600	0.848485	0.875
1620	0.848485	0.9
1640	0.939394	0.9
1660	0.878788	0.9
1680	0.969697	0.925
1700	0.909091	0.9
1720	0.909091	0.9
1740	0.909091	0.9
1760	0.939394	0.975
1780	0.909091	0.85
1800	0.909091	0.95
1820	0.939394	0.975
1840	0.909091	0.95
1860	0.909091	0.9
1880	0.939394	0.875
1900	0.939394	0.875
1920	0.939394	0.875
1940	0.909091	0.875
1960	0.818182	0.875
1980	0.969697	0.925
2000	0.878788	0.925
