20	0.0909091	0.975
40	1	0
60	0.757576	0.675
80	0.666667	0.775
100	0.727273	0.8
120	0.727273	0.725
140	0.666667	0.975
160	0.666667	0.65
180	0.818182	0.8
200	0.878788	0.8
220	0.787879	0.85
240	0.848485	0.8
260	0.727273	0.85
280	0.757576	0.75
300	0.787879	0.8
320	0.848485	0.825
340	0.757576	0.875
360	0.909091	0.7
380	0.727273	0.85
400	0.909091	0.9
420	0.787879	0.825
440	0.69697	0.9
460	0.727273	0.875
480	0.848485	0.875
500	0.757576	0.85
520	0.727273	0.875
540	0.848485	0.825
560	0.787879	0.825
580	0.787879	0.925
600	0.69697	0.9
620	0.757576	0.85
640	0.757576	0.85
660	0.787879	0.925
680	0.818182	0.85
700	0.818182	0.875
720	0.848485	0.85
740	0.787879	0.875
760	0.848485	0.8
780	0.818182	0.825
800	0.818182	0.825
820	0.909091	0.85
840	0.818182	0.85
860	0.848485	0.9
880	0.787879	0.8
900	0.787879	0.9
920	0.848485	0.775
940	0.787879	0.875
960	0.848485	0.875
980	0.757576	0.825
1000	0.787879	0.9
1020	0.787879	0.85
1040	0.636364	0.925
1060	0.787879	0.8
1080	0.727273	0.875
1100	0.727273	0.825
1120	0.727273	0.9
1140	0.69697	0.925
1160	0.757576	0.875
1180	0.69697	0.85
1200	0.848485	0.875
1220	0.727273	0.875
1240	0.787879	0.8
1260	0.757576	0.925
1280	0.787879	0.875
1300	0.787879	0.9
1320	0.818182	0.85
1340	0.757576	0.875
1360	0.878788	0.85
1380	0.757576	0.9
1400	0.818182	0.85
1420	0.69697	0.875
1440	0.787879	0.85
1460	0.848485	0.825
1480	0.727273	0.9
1500	0.848485	0.85
1520	0.787879	0.85
1540	0.787879	0.85
1560	0.848485	0.925
1580	0.787879	0.875
1600	0.757576	0.9
1620	0.757576	0.85
1640	0.787879	0.925
1660	0.848485	0.9
1680	0.848485	0.9
1700	0.878788	0.9
1720	0.818182	0.875
1740	0.939394	0.875
1760	0.878788	0.9
1780	0.909091	0.85
1800	0.848485	0.875
1820	0.727273	0.85
1840	0.848485	0.875
1860	0.848485	0.85
1880	0.848485	0.825
1900	0.818182	0.85
1920	0.787879	0.85
1940	0.848485	0.85
1960	0.818182	0.875
1980	0.909091	0.875
2000	0.818182	0.875
